#wave	flux	unc
3910	0.081	0.033
3910.819	0.086	0.034
3911.638	0.092	0.034
3912.457	0.096	0.033
3913.276	0.099	0.033
3914.095	0.099	0.032
3914.914	0.087	0.031
3915.733	0.078	0.031
3916.552	0.083	0.031
3917.371	0.093	0.032
3918.19	0.095	0.032
3919.009	0.094	0.031
3919.828	0.094	0.031
3920.647	0.09	0.03
3921.466	0.082	0.028
3922.285	0.072	0.027
3923.104	0.065	0.027
3923.923	0.063	0.026
3924.742	0.071	0.026
3925.561	0.069	0.026
3926.38	0.065	0.026
3927.199	0.074	0.026
3928.018	0.082	0.026
3928.837	0.075	0.025
3929.656	0.059	0.024
3930.475	0.049	0.023
3931.294	0.054	0.023
3932.113	0.047	0.023
3932.932	0.036	0.022
3933.751	0.034	0.022
3934.57	0.035	0.021
3935.389	0.031	0.021
3936.208	0.028	0.021
3937.027	0.033	0.021
3937.846	0.043	0.021
3938.665	0.052	0.022
3939.484	0.06	0.023
3940.303	0.069	0.024
3941.122	0.076	0.025
3941.941	0.08	0.025
3942.76	0.078	0.025
3943.579	0.08	0.025
3944.398	0.081	0.025
3945.217	0.062	0.023
3946.036	0.06	0.023
3946.855	0.073	0.024
3947.674	0.081	0.025
3948.493	0.091	0.026
3949.312	0.097	0.027
3950.131	0.095	0.027
3950.95	0.093	0.027
3951.769	0.105	0.027
3952.588	0.116	0.029
3953.407	0.122	0.03
3954.226	0.122	0.029
3955.045	0.116	0.029
3955.864	0.123	0.03
3956.683	0.133	0.03
3957.502	0.129	0.029
3958.321	0.115	0.028
3959.14	0.113	0.028
3959.959	0.112	0.027
3960.778	0.101	0.025
3961.597	0.083	0.024
3962.416	0.072	0.022
3963.235	0.06	0.021
3964.054	0.054	0.02
3964.873	0.062	0.021
3965.692	0.069	0.021
3966.511	0.069	0.022
3967.33	0.064	0.021
3968.149	0.056	0.02
3968.968	0.05	0.019
3969.787	0.044	0.018
3970.606	0.04	0.017
3971.425	0.045	0.017
3972.244	0.056	0.019
3973.063	0.063	0.02
3973.882	0.068	0.021
3974.701	0.077	0.022
3975.52	0.092	0.024
3976.339	0.111	0.026
3977.158	0.124	0.027
3977.977	0.126	0.028
3978.796	0.122	0.028
3979.615	0.125	0.027
3980.434	0.137	0.028
3981.253	0.146	0.03
3982.072	0.139	0.029
3982.891	0.137	0.029
3983.71	0.139	0.029
3984.529	0.139	0.029
3985.348	0.138	0.029
3986.167	0.141	0.03
3986.986	0.146	0.03
3987.805	0.148	0.03
3988.624	0.149	0.03
3989.443	0.162	0.031
3990.262	0.156	0.031
3991.081	0.141	0.03
3991.9	0.14	0.029
3992.719	0.143	0.029
3993.538	0.155	0.03
3994.357	0.165	0.031
3995.176	0.165	0.031
3995.995	0.162	0.031
3996.814	0.157	0.031
3997.633	0.159	0.031
3998.452	0.163	0.031
3999.271	0.157	0.03
4000.09	0.142	0.029
4000.909	0.143	0.029
4001.728	0.158	0.031
4002.547	0.159	0.031
4003.366	0.156	0.03
4004.185	0.163	0.031
4005.004	0.17	0.031
4005.823	0.166	0.031
4006.642	0.167	0.031
4007.461	0.17	0.031
4008.28	0.163	0.031
4009.099	0.154	0.03
4009.918	0.156	0.03
4010.737	0.155	0.03
